model,candidate,pooled_ic,monthly_mean,monthly_std,monthly_ir,rows,label_rows,selection
three_model_strict_2019_selector,raw_xsz6__signed_ridge_a01__time90_a0.25,0.057292659680626044,0.059618699422496584,0.012033060191247391,4.954575018735636,3915511,2939535,score_mean_m025std|score_mean_m050std|score_q3_h2|score_q3_q4_h2|score_min_mean|h2_ic
