dense_cs_ic_n_timestamps,dense_cs_ic_mean,dense_cs_ic_std,dense_cs_ic_icir,dense_cs_ic_nw_tstat,dense_cs_ic_boot_ci_low,dense_cs_ic_boot_ci_high,dense_cs_rankic_n_timestamps,dense_cs_rankic_mean,dense_cs_rankic_std,dense_cs_rankic_icir,dense_cs_rankic_nw_tstat,dense_cs_rankic_boot_ci_low,dense_cs_rankic_boot_ci_high,nonoverlap_raw_cs_ic_n_timestamps,nonoverlap_raw_cs_ic_mean,nonoverlap_raw_cs_ic_std,nonoverlap_raw_cs_ic_icir,nonoverlap_raw_cs_ic_nw_tstat,nonoverlap_raw_cs_ic_boot_ci_low,nonoverlap_raw_cs_ic_boot_ci_high,nonoverlap_sector_neutral_cs_ic_n_timestamps,nonoverlap_sector_neutral_cs_ic_mean,nonoverlap_sector_neutral_cs_ic_std,nonoverlap_sector_neutral_cs_ic_icir,nonoverlap_sector_neutral_cs_ic_nw_tstat,nonoverlap_sector_neutral_cs_ic_boot_ci_low,nonoverlap_sector_neutral_cs_ic_boot_ci_high,nonoverlap_sector_neutral_cs_rankic_n_timestamps,nonoverlap_sector_neutral_cs_rankic_mean,nonoverlap_sector_neutral_cs_rankic_std,nonoverlap_sector_neutral_cs_rankic_icir,nonoverlap_sector_neutral_cs_rankic_nw_tstat,nonoverlap_sector_neutral_cs_rankic_boot_ci_low,nonoverlap_sector_neutral_cs_rankic_boot_ci_high,merged_proxy_ic,merged_proxy_rankic,n_predictions,n_scored
68961,0.08018559271392305,0.2582089022043026,0.31054542283161796,40.92323604773513,0.07825839839243534,0.08211278703541075,68961,0.09253880852136724,0.20615425667064147,0.44888138627770446,62.012147389021976,0.09100013456623061,0.09407748247650387,2299,0.08052429497732866,0.2545524880354625,0.316336703674688,15.410451556485706,0.07046926220473843,0.09062505058332751,2299,0.07085812220731988,0.2236583160872201,0.3168141629917634,15.905355623382725,0.06270812882316529,0.0797775583289201,2299,0.08047437589253845,0.17309475023302062,0.464915173823606,21.685983963605096,0.0738905180876099,0.08810988931137456,0.0634012296795845,0.08809168832308352,2693337,2693337
