datetime,n,ic,month,session_type
2019-01-02 08:59:00,36,0.0005148005148005148,2019-01,day
2019-01-02 09:00:00,39,0.06720647773279352,2019-01,day
2019-01-02 09:01:00,39,-0.010528447269861933,2019-01,day
2019-01-02 09:02:00,40,-0.14494113248273097,2019-01,day
2019-01-02 09:03:00,40,0.003283456075660572,2019-01,day
2019-01-02 09:04:00,40,0.009943714821763603,2019-01,day
2019-01-02 09:05:00,40,0.028705440900562852,2019-01,day
2019-01-02 09:06:00,40,0.04803001876172608,2019-01,day
2019-01-02 09:07:00,40,0.11838649155722326,2019-01,day
2019-01-02 09:08:00,40,0.1947467166979362,2019-01,day
2019-01-02 09:09:00,40,0.19878981212356436,2019-01,day
2019-01-02 09:10:00,41,0.21560172501830935,2019-01,day
2019-01-02 09:11:00,41,0.17440543667538264,2019-01,day
2019-01-02 09:12:00,41,0.08886565738669801,2019-01,day
2019-01-02 09:13:00,41,0.21306620209059232,2019-01,day
2019-01-02 09:14:00,41,0.27827148009128766,2019-01,day
2019-01-02 09:15:00,41,0.16777003484320557,2019-01,day
2019-01-02 09:16:00,41,0.2897212543554007,2019-01,day
2019-01-02 09:17:00,42,0.15526113217233328,2019-01,day
2019-01-02 09:18:00,42,-0.00413424158472796,2019-01,day
2019-01-02 09:19:00,42,-0.02070987243774511,2019-01,day
2019-01-02 09:20:00,42,-0.15094034962281297,2019-01,day
2019-01-02 09:21:00,42,-0.15347838430814156,2019-01,day
2019-01-02 09:22:00,42,0.011913445330336562,2019-01,day
2019-01-02 09:23:00,40,0.010976124595779627,2019-01,day
2019-01-02 09:24:00,40,0.05216738691962273,2019-01,day
2019-01-02 09:25:00,41,-0.06813033732980181,2019-01,day
2019-01-02 09:26:00,41,-0.05209059233449478,2019-01,day
2019-01-02 09:27:00,40,0.16661194258209075,2019-01,day
2019-01-02 09:28:00,41,-0.16936748819582442,2019-01,day
2019-01-02 09:29:00,41,-0.19747278563067336,2019-01,day
2019-01-02 09:30:00,40,-0.2796021816915031,2019-01,day
2019-01-02 09:31:00,39,-0.08198795496101519,2019-01,day
2019-01-02 09:32:00,39,-0.27288830441345296,2019-01,day
2019-01-02 09:33:00,39,-0.3482969790380904,2019-01,day
