datetime,n,ic,month,session_type
2019-01-02 08:59:00,36,-0.116144098341465,2019-01,day
2019-01-02 09:29:00,41,-0.3315330147743225,2019-01,day
2019-01-02 09:59:00,40,-0.1445581465959549,2019-01,day
2019-01-02 10:44:00,39,0.19866377115249634,2019-01,day
2019-01-02 13:44:00,40,0.054604288190603256,2019-01,day
2019-01-02 14:14:00,40,0.524318516254425,2019-01,day
2019-01-02 21:12:00,31,0.11036095023155212,2019-01,night
2019-01-02 21:42:00,31,0.15562064945697784,2019-01,night
2019-01-02 22:12:00,30,0.06992240250110626,2019-01,night
2019-01-02 22:42:00,24,0.08916430175304413,2019-01,night
2019-01-03 09:11:00,39,-0.03341272845864296,2019-01,day
2019-01-03 09:41:00,38,0.057049572467803955,2019-01,day
2019-01-03 10:11:00,39,0.11525101959705353,2019-01,day
2019-01-03 10:56:00,40,0.07859338819980621,2019-01,day
2019-01-03 13:56:00,39,0.13646772503852844,2019-01,day
2019-01-03 14:26:00,39,0.3024859130382538,2019-01,day
2019-01-03 21:24:00,30,0.12302080541849136,2019-01,night
2019-01-03 21:54:00,30,0.38225221633911133,2019-01,night
2019-01-03 22:24:00,31,-0.041726548224687576,2019-01,night
2019-01-03 22:54:00,25,0.13430330157279968,2019-01,night
2019-01-04 09:22:00,41,0.06523538380861282,2019-01,day
2019-01-04 09:52:00,41,-0.16614633798599243,2019-01,day
2019-01-04 10:37:00,41,-0.010546415112912655,2019-01,day
2019-01-04 13:37:00,41,0.39628803730010986,2019-01,day
2019-01-04 14:07:00,41,0.14740096032619476,2019-01,day
2019-01-04 21:05:00,31,-0.15055423974990845,2019-01,night
2019-01-04 21:35:00,31,0.05771658569574356,2019-01,night
2019-01-04 22:05:00,30,0.013815565966069698,2019-01,night
2019-01-04 22:35:00,24,0.03189976140856743,2019-01,night
2019-01-07 09:03:00,39,0.05192045867443085,2019-01,day
2019-01-07 09:33:00,40,0.15795716643333435,2019-01,day
2019-01-07 10:03:00,40,-0.1510200798511505,2019-01,day
2019-01-07 10:48:00,40,0.3576517105102539,2019-01,day
2019-01-07 13:48:00,40,0.6288451552391052,2019-01,day
2019-01-07 14:18:00,41,-0.3501569926738739,2019-01,day
2019-01-07 21:16:00,30,0.15714436769485474,2019-01,night
2019-01-07 21:46:00,30,0.05843467265367508,2019-01,night
2019-01-07 22:16:00,30,0.4849582016468048,2019-01,night
2019-01-07 22:46:00,24,0.18994872272014618,2019-01,night
2019-01-08 09:14:00,38,-0.5671535730361938,2019-01,day
2019-01-08 09:44:00,40,0.2362685203552246,2019-01,day
2019-01-08 10:14:00,39,0.14836856722831726,2019-01,day
2019-01-08 10:59:00,38,-0.30185699462890625,2019-01,day
2019-01-08 13:59:00,40,0.14518345892429352,2019-01,day
2019-01-08 14:29:00,40,0.4494943618774414,2019-01,day
2019-01-08 21:27:00,30,0.05340924486517906,2019-01,night
2019-01-08 21:57:00,31,0.09180822968482971,2019-01,night
2019-01-08 22:27:00,30,-0.03193340450525284,2019-01,night
2019-01-08 22:57:00,23,0.14338992536067963,2019-01,night
2019-01-09 09:26:00,40,0.10676801204681396,2019-01,day
2019-01-09 09:56:00,40,0.44846054911613464,2019-01,day
2019-01-09 10:41:00,41,0.3322279453277588,2019-01,day
2019-01-09 13:41:00,39,0.020650791004300117,2019-01,day
2019-01-09 14:11:00,40,-0.2009848654270172,2019-01,day
2019-01-09 21:09:00,29,-0.12375075370073318,2019-01,night
2019-01-09 21:39:00,29,-0.21126525104045868,2019-01,night
2019-01-09 22:09:00,29,0.04848224297165871,2019-01,night
2019-01-09 22:39:00,23,-0.057330068200826645,2019-01,night
2019-01-10 09:09:00,39,0.17270183563232422,2019-01,day
2019-01-10 09:39:00,41,-0.03454067185521126,2019-01,day
2019-01-10 10:09:00,42,0.6384097933769226,2019-01,day
2019-01-10 10:54:00,40,0.17849206924438477,2019-01,day
2019-01-10 13:54:00,39,0.08237739652395248,2019-01,day
2019-01-10 14:24:00,38,-0.2916136384010315,2019-01,day
2019-01-10 21:22:00,29,0.25399330258369446,2019-01,night
2019-01-10 21:52:00,29,0.09505044668912888,2019-01,night
2019-01-10 22:22:00,29,-0.18840976059436798,2019-01,night
2019-01-10 22:52:00,23,0.02608916535973549,2019-01,night
2019-01-11 09:21:00,40,0.66330486536026,2019-01,day
2019-01-11 09:51:00,40,0.1484467089176178,2019-01,day
2019-01-11 10:36:00,39,-0.5041229128837585,2019-01,day
2019-01-11 13:36:00,41,0.48800382018089294,2019-01,day
2019-01-11 14:06:00,41,-0.36362776160240173,2019-01,day
2019-01-11 21:04:00,30,0.02669633738696575,2019-01,night
2019-01-11 21:34:00,29,0.09915970265865326,2019-01,night
2019-01-11 22:04:00,29,0.2566071152687073,2019-01,night
2019-01-11 22:34:00,23,0.11846435070037842,2019-01,night
