month,ic,rows
2020-01,0.08220995690082968,206469
2020-02,0.07053990049654751,163452
2020-03,0.056290823713478634,180119
2020-04,0.04452157606031963,175830
2020-05,0.07052531322232121,245850
2020-06,0.0709352428581587,269027
2020-07,0.07066004681644175,316667
2020-08,0.058494142830428614,286473
2020-09,0.05893135257094685,296947
2020-10,0.04926898690021396,219635
2020-11,0.04825855180655352,287578
2020-12,0.06012341243531517,291488
