month,ic,rows
2020-01,0.07363296426813526,206469
2020-02,0.04297274770579227,163452
2020-03,0.05376097350526187,180119
2020-04,0.01565826743246696,175830
2020-05,0.05262099069263552,245850
2020-06,0.05108486883079582,269027
2020-07,0.04737316777222516,316667
2020-08,0.04608272935152576,286464
2020-09,0.05314112053376744,296943
2020-10,0.025709878547490347,219633
2020-11,0.028058108619887397,287571
2020-12,0.04245471263664925,291475
