month,ic,rows
2020-01,0.08615014387970021,206469
2020-02,0.045705317865294616,163452
2020-03,0.050254119531623086,180119
2020-04,0.04231502239225461,175830
2020-05,0.06402946292883228,245850
2020-06,0.06002674611677536,269027
2020-07,0.05352006343692125,316667
2020-08,0.05314880925751021,286473
2020-09,0.053646435414206425,296947
2020-10,0.03850240622024291,219635
2020-11,0.03340746730691694,287578
2020-12,0.054737479422294844,291488
