month,ic,rows
2020-01,0.07096927480336912,206469
2020-02,0.06677395014010779,163452
2020-03,0.03705500957496709,180119
2020-04,0.036511717104153754,175830
2020-05,0.06261312243706486,245850
2020-06,0.05549963297988042,269027
2020-07,0.06065852705959677,316667
2020-08,0.045107116315009174,286473
2020-09,0.06021909235856588,296947
2020-10,0.04772272173430124,219635
2020-11,0.0413359983300055,287578
2020-12,0.04736455370048237,291488
