model,rows,label_rows,pred_ic_2020,pred_xsz_ic_2020,pred_xrank_ic_2020,monthly_mean,monthly_ir,stack_val_ic_2019q4,k,gate_mode
expanded_gate_stack_2019q4_nonneg,3915511,2939535,0.059218328206072486,0.05794803677168943,0.05379692031648539,0.06179755513942307,5.558254231092967,0.07114564659784008,12,stack_fit_on_2019q4
