month,ic,rows
2020-01,0.035308340654517004,194504
2020-02,0.04358452885068825,163321
2020-03,0.01726229016412194,180069
2020-04,0.0190484972336744,175812
2020-05,0.03593716411997856,236998
2020-06,0.029283265502489116,263643
2020-07,0.027016000393184955,309953
2020-08,0.02594817445519068,278532
2020-09,0.028712194785277666,290742
2020-10,0.01463394211487203,214627
2020-11,0.01445958572515478,281971
2020-12,0.02249687187965072,285516
