selection_slot,candidate,params,spec_json,q1_to_q2_ic,q1_to_q2_delta,h1_to_q3_ic,h1_to_q3_delta,q1q3_to_q4_ic,q1q3_to_q4_delta,cv_mean_ic,cv_min_ic,delta_mean,delta_min,delta_std,selection_score,conservative_ok,selection_reason,fit_json,fit2019_ic,fit2019_monthly_mean,fit2019_monthly_min,fit2019_monthly_std
shape_refine_primary,winsor_power_q0.001_0.999_g0.85,3,"{""gamma"": 0.85, ""kind"": ""winsor_power"", ""qhi"": 0.999, ""qlo"": 0.001}",0.06449756240524922,0.0014113854220994815,0.04484094255814819,0.0024233133828919368,0.06144510636307895,0.0019409318437447337,0.05692787044215878,0.04484094255814819,0.001925210216245384,0.0014113854220994815,0.0004132674086970933,0.0019214228674217077,True,best monotone shape-compression candidate by 2019 expanding-fold score; no 2020 read in search,"{""gamma"": 0.85, ""hi"": 0.6126022689342533, ""kind"": ""winsor_power"", ""lo"": -0.8135855528116226, ""qhi"": 0.999, ""qlo"": 0.001}",0.05609776446188432,0.057417337265263574,0.04162353521447677,0.010887153145861033
