month,ic,rows
2020-05,0.07208418343198934,245850
2020-06,0.031290121530026305,269027
2020-07,0.05838135743112051,316667
2020-08,0.04772044581542484,286473
2020-09,0.02811234245742766,296947
2020-10,0.023749592090377775,219635
2020-11,0.021466375327693892,287578
2020-12,0.049472388920574,291488
