period,pooled_IC,SN_nonoverlap_IC,raw_nonoverlap_IC,dense_IC,merged_IC,SN_nonoverlap_RankIC,n_scored
2019,0.05460905295596777,0.0644106318939678,0.0707221634711957,0.070378100284974,0.0544524267315864,0.0737656954686536,2693337.0
2020,0.04357825370332749,0.0590838951080231,0.0628289854887096,0.0704369786000245,0.043482169508934,0.0675942867257964,2827738.0
2019+2020,0.04787784317003585,0.0643556792243338,0.0698788773238527,0.0704082862807569,0.047749537974596,0.0729932171374605,5521075.0
