datetime,n,ic,month,session_type
2019-01-02 08:59:00,36,-0.1971178948879242,2019-01,day
2019-01-02 09:29:00,41,-0.3486769497394562,2019-01,day
2019-01-02 09:59:00,40,-0.08000484108924866,2019-01,day
2019-01-02 10:44:00,39,-0.0478273443877697,2019-01,day
2019-01-02 13:44:00,40,-0.05736733600497246,2019-01,day
2019-01-02 14:14:00,40,0.6153455972671509,2019-01,day
2019-01-02 21:12:00,31,0.2828618884086609,2019-01,night
2019-01-02 21:42:00,31,0.194162517786026,2019-01,night
2019-01-02 22:12:00,30,-0.09294990450143814,2019-01,night
2019-01-02 22:42:00,24,-0.13157862424850464,2019-01,night
2019-01-03 09:11:00,39,0.04852878302335739,2019-01,day
2019-01-03 09:41:00,38,0.05640149116516113,2019-01,day
2019-01-03 10:11:00,39,0.18784937262535095,2019-01,day
2019-01-03 10:56:00,40,0.25000524520874023,2019-01,day
2019-01-03 13:56:00,39,0.16361509263515472,2019-01,day
2019-01-03 14:26:00,39,0.38912931084632874,2019-01,day
2019-01-03 21:24:00,30,0.10476446896791458,2019-01,night
2019-01-03 21:54:00,30,0.08062964677810669,2019-01,night
2019-01-03 22:24:00,31,-0.10481595247983932,2019-01,night
2019-01-03 22:54:00,25,0.06787655502557755,2019-01,night
2019-01-04 09:22:00,41,0.06808046996593475,2019-01,day
2019-01-04 09:52:00,41,0.017690788954496384,2019-01,day
2019-01-04 10:37:00,41,-0.028111053630709648,2019-01,day
2019-01-04 13:37:00,41,0.15762469172477722,2019-01,day
2019-01-04 14:07:00,41,0.27999621629714966,2019-01,day
2019-01-04 21:05:00,31,-0.10773957520723343,2019-01,night
2019-01-04 21:35:00,31,-0.06913597881793976,2019-01,night
2019-01-04 22:05:00,30,0.2212081402540207,2019-01,night
2019-01-04 22:35:00,24,0.03909250348806381,2019-01,night
2019-01-07 09:03:00,39,0.2191050797700882,2019-01,day
2019-01-07 09:33:00,40,0.0864579826593399,2019-01,day
2019-01-07 10:03:00,40,-0.12639561295509338,2019-01,day
2019-01-07 10:48:00,40,0.5352990031242371,2019-01,day
2019-01-07 13:48:00,40,0.5540204048156738,2019-01,day
2019-01-07 14:18:00,41,-0.022736161947250366,2019-01,day
2019-01-07 21:16:00,30,0.3267960250377655,2019-01,night
2019-01-07 21:46:00,30,0.01513743121176958,2019-01,night
2019-01-07 22:16:00,30,0.245280459523201,2019-01,night
2019-01-07 22:46:00,24,0.22313156723976135,2019-01,night
2019-01-08 09:14:00,38,-0.37562647461891174,2019-01,day
2019-01-08 09:44:00,40,0.235724538564682,2019-01,day
2019-01-08 10:14:00,39,0.2075367122888565,2019-01,day
2019-01-08 10:59:00,38,-0.06659984588623047,2019-01,day
2019-01-08 13:59:00,40,0.3701728284358978,2019-01,day
2019-01-08 14:29:00,40,0.49918121099472046,2019-01,day
2019-01-08 21:27:00,30,-0.07429710775613785,2019-01,night
2019-01-08 21:57:00,31,0.04270420968532562,2019-01,night
2019-01-08 22:27:00,30,-0.22767886519432068,2019-01,night
2019-01-08 22:57:00,23,0.15228889882564545,2019-01,night
2019-01-09 09:26:00,40,-0.22473208606243134,2019-01,day
2019-01-09 09:56:00,40,0.5634740591049194,2019-01,day
2019-01-09 10:41:00,41,0.3139176666736603,2019-01,day
2019-01-09 13:41:00,39,-0.1393497735261917,2019-01,day
