dense_cs_ic_n_timestamps,dense_cs_ic_mean,dense_cs_ic_std,dense_cs_ic_icir,dense_cs_ic_nw_tstat,dense_cs_ic_boot_ci_low,dense_cs_ic_boot_ci_high,dense_cs_rankic_n_timestamps,dense_cs_rankic_mean,dense_cs_rankic_std,dense_cs_rankic_icir,dense_cs_rankic_nw_tstat,dense_cs_rankic_boot_ci_low,dense_cs_rankic_boot_ci_high,nonoverlap_raw_cs_ic_n_timestamps,nonoverlap_raw_cs_ic_mean,nonoverlap_raw_cs_ic_std,nonoverlap_raw_cs_ic_icir,nonoverlap_raw_cs_ic_nw_tstat,nonoverlap_raw_cs_ic_boot_ci_low,nonoverlap_raw_cs_ic_boot_ci_high,nonoverlap_sector_neutral_cs_ic_n_timestamps,nonoverlap_sector_neutral_cs_ic_mean,nonoverlap_sector_neutral_cs_ic_std,nonoverlap_sector_neutral_cs_ic_icir,nonoverlap_sector_neutral_cs_ic_nw_tstat,nonoverlap_sector_neutral_cs_ic_boot_ci_low,nonoverlap_sector_neutral_cs_ic_boot_ci_high,nonoverlap_sector_neutral_cs_rankic_n_timestamps,nonoverlap_sector_neutral_cs_rankic_mean,nonoverlap_sector_neutral_cs_rankic_std,nonoverlap_sector_neutral_cs_rankic_icir,nonoverlap_sector_neutral_cs_rankic_nw_tstat,nonoverlap_sector_neutral_cs_rankic_boot_ci_low,nonoverlap_sector_neutral_cs_rankic_boot_ci_high,merged_proxy_ic,merged_proxy_rankic,n_predictions,n_scored
72551,0.07043697860002451,0.2754365392861988,0.2557285201976609,33.93410866137201,0.06843270999842482,0.0724412472016242,72551,0.08286965470205249,0.23550294252027,0.35188373366043957,49.72670548550631,0.08115597083679285,0.08458333856731212,2419,0.06282898548870969,0.27679348305024004,0.2269886732748898,10.80218665698616,0.05115631456191144,0.0742376445713007,2419,0.05908389510802318,0.22570525788583698,0.2617745623715516,12.236302982108311,0.05005931083855661,0.06855998011729614,2419,0.06759428672579641,0.20772511757124812,0.32540256814447144,15.519068257803582,0.05986195202966747,0.0755869876800799,0.04348216950893402,0.0714286340633666,2827738,2827738
