datetime,n,ic,month,session_type
2019-01-02 08:59:00,36,-0.18452416360378265,2019-01,day
2019-01-02 09:29:00,41,-0.3336753249168396,2019-01,day
2019-01-02 09:59:00,40,-0.2867140471935272,2019-01,day
2019-01-02 10:44:00,39,-0.09286358952522278,2019-01,day
2019-01-02 13:44:00,40,0.09883201122283936,2019-01,day
2019-01-02 14:14:00,40,0.6530641913414001,2019-01,day
2019-01-02 21:12:00,31,0.2769043743610382,2019-01,night
2019-01-02 21:42:00,31,0.4625861644744873,2019-01,night
2019-01-02 22:12:00,30,-0.10174770653247833,2019-01,night
2019-01-02 22:42:00,24,0.09514621645212173,2019-01,night
2019-01-03 09:11:00,39,0.14328229427337646,2019-01,day
2019-01-03 09:41:00,38,0.13879725337028503,2019-01,day
2019-01-03 10:11:00,39,0.03748438134789467,2019-01,day
2019-01-03 10:56:00,40,0.45843103528022766,2019-01,day
2019-01-03 13:56:00,39,0.15004800260066986,2019-01,day
2019-01-03 14:26:00,39,0.3515661358833313,2019-01,day
2019-01-03 21:24:00,30,0.09868036210536957,2019-01,night
2019-01-03 21:54:00,30,0.2882295250892639,2019-01,night
2019-01-03 22:24:00,31,-0.2861524224281311,2019-01,night
2019-01-03 22:54:00,25,-0.2867753505706787,2019-01,night
2019-01-04 09:22:00,41,0.03633084520697594,2019-01,day
2019-01-04 09:52:00,41,0.09854226559400558,2019-01,day
2019-01-04 10:37:00,41,-0.03484440967440605,2019-01,day
2019-01-04 13:37:00,41,0.20363874733448029,2019-01,day
2019-01-04 14:07:00,41,0.3065950274467468,2019-01,day
2019-01-04 21:05:00,31,0.06707283854484558,2019-01,night
2019-01-04 21:35:00,31,-0.0898008942604065,2019-01,night
2019-01-04 22:05:00,30,0.23442620038986206,2019-01,night
2019-01-04 22:35:00,24,0.41313591599464417,2019-01,night
2019-01-07 09:03:00,39,0.1786879301071167,2019-01,day
2019-01-07 09:33:00,40,0.17262870073318481,2019-01,day
2019-01-07 10:03:00,40,-0.26585063338279724,2019-01,day
2019-01-07 10:48:00,40,0.5242547392845154,2019-01,day
2019-01-07 13:48:00,40,0.5767912268638611,2019-01,day
2019-01-07 14:18:00,41,-0.1361522376537323,2019-01,day
2019-01-07 21:16:00,30,0.2266480028629303,2019-01,night
2019-01-07 21:46:00,30,0.00980441551655531,2019-01,night
2019-01-07 22:16:00,30,0.06912387907505035,2019-01,night
2019-01-07 22:46:00,24,0.2999303936958313,2019-01,night
2019-01-08 09:14:00,38,-0.4418160915374756,2019-01,day
2019-01-08 09:44:00,40,0.45916053652763367,2019-01,day
2019-01-08 10:14:00,39,0.06855008006095886,2019-01,day
2019-01-08 10:59:00,38,-0.03135799616575241,2019-01,day
2019-01-08 13:59:00,40,0.399517685174942,2019-01,day
2019-01-08 14:29:00,40,0.5668297410011292,2019-01,day
2019-01-08 21:27:00,30,-0.19113273918628693,2019-01,night
2019-01-08 21:57:00,31,0.20390965044498444,2019-01,night
2019-01-08 22:27:00,30,-0.06337717920541763,2019-01,night
2019-01-08 22:57:00,23,0.381902813911438,2019-01,night
2019-01-09 09:26:00,40,-0.16993950307369232,2019-01,day
2019-01-09 09:56:00,40,0.5856390595436096,2019-01,day
2019-01-09 10:41:00,41,0.34151187539100647,2019-01,day
2019-01-09 13:41:00,39,0.04275057464838028,2019-01,day
2019-01-09 14:11:00,40,-0.3253422677516937,2019-01,day
2019-01-09 21:09:00,29,0.1724843829870224,2019-01,night
2019-01-09 21:39:00,29,-0.10032712668180466,2019-01,night
2019-01-09 22:09:00,29,0.28611046075820923,2019-01,night
2019-01-09 22:39:00,23,0.2931075692176819,2019-01,night
2019-01-10 09:09:00,39,-0.1318187564611435,2019-01,day
2019-01-10 09:39:00,41,0.018025511875748634,2019-01,day
2019-01-10 10:09:00,42,0.663499116897583,2019-01,day
2019-01-10 10:54:00,40,-0.34685373306274414,2019-01,day
2019-01-10 13:54:00,39,0.21429838240146637,2019-01,day
2019-01-10 14:24:00,38,-0.3521907329559326,2019-01,day
2019-01-10 21:22:00,29,-0.12566539645195007,2019-01,night
2019-01-10 21:52:00,29,0.2400948703289032,2019-01,night
2019-01-10 22:22:00,29,-0.4232986569404602,2019-01,night
2019-01-10 22:52:00,23,0.22386933863162994,2019-01,night
2019-01-11 09:21:00,40,0.5712740421295166,2019-01,day
2019-01-11 09:51:00,40,0.22183415293693542,2019-01,day
2019-01-11 10:36:00,39,-0.4803277850151062,2019-01,day
2019-01-11 13:36:00,41,0.26805734634399414,2019-01,day
2019-01-11 14:06:00,41,-0.39773741364479065,2019-01,day
2019-01-11 21:04:00,30,0.08541679382324219,2019-01,night
2019-01-11 21:34:00,29,-0.12165245413780212,2019-01,night
2019-01-11 22:04:00,29,0.15491324663162231,2019-01,night
2019-01-11 22:34:00,23,0.06362470984458923,2019-01,night
2019-01-14 09:02:00,37,-0.24208982288837433,2019-01,day
